key,host,payload
clueweb12-0000tw-00-00060,gothamist.com,"Wrong. She couldn't remember the sex act. The police found her story to remain consistent and they did not think she was lying. It is not clear at all that he didn't do it. The only thing clear is that there wasn't enough evidence. One of three things happened:(1) She was blackout drunk - NOT unconcious, but in a state where she is not herslef at all and will not remember anything that happened the next day. Several of my friends are like this and it's scary - they seem concious, they're not slurring their words or stumbling but they are beyond drunk and the next day they have zero recollection of conversations and events that took place.If they had sex in this state, it's probably not rape since she consented, but you have to be pretyy drunk yourself, or a real weirdo/creep to go through it if you're the guy. Of course, they did JUST MEET, so maybe he didn't even notice.(2) She passed out and he had sex with her. Obviously, this is rape, but if she didn't remember what happened -- i.e., she didn't even remember passing out, and he didn't admit it, you can't bring charges.(3) She consented, she remembered it, she got busted for cheating and tried to deflect it by bringing charges. "
clueweb12-0000tw-00-00060,gothamist.com,"""She was blackout drunk - NOT unconcious""Wrong! The bar tab was so low, it was determined she only had a few drinks. Also, surveillance showed her walking, not staggering drunk, through her office building. Finally, what about the steamy sex messages back and forth between them both.All it proves to me is she's a good liar."
clueweb12-0000tw-00-00060,gothamist.com,"This is, out of every argument that's been used in this case, by far the most ridiculous. You have no idea how high this woman's tolerance for alcohol is (I've seen women get totally smashed off two beers). You have no idea if she had a few drinks before she got to the bar. You have no idea if other patrons at the bar bought Greg Kelly and his date some drinks. A bar tab is seriously the most insubstantial piece of evidence, and you are an idiot for thinking a low bar tab proves anything.Also, for the last fucking time: these ""steamy sex messages"" are only evidenced by a tabloid's anonymous sources. That's it, that's all. Yes, we know they exchanged texts, but the Post's anonymous sources are the only ones releasing the content. You might as well tell me you take everything the National Enquirer says at face value, too."
clueweb12-0000tw-00-00060,gothamist.com,"First of all, she could have been drunk when she showed up at the bar orthe bartender (or another patron) could have bought them shots. Second -- and here is where my public service annoiuncment comes in - I've seen people get blackout drunk after two drinks. It's really, really weird. Theycan walk straight and they're not slurring, but you can tell something is completelyoff. Sometimes they act or speak really irrationally. You think you're having a conversation with a sober person but they don;t make any sense. It's pretty scary, actually. I've seen the same thing with people who do get obviously drunk, slurring, stumbling, etc. where the next day they have no idea what happened for the last few hours of the night. But the kind where they seem sober but are really totally wasted is weird. Also, we haven't seen the texts so we really don't know what they say. "
clueweb12-0000tw-00-00060,gothamist.com,"The DA did not conclude that no law was broken, nor that Greg Kelly was innocent. Just that there was not enough evidence to prosecute. Nice spin for your guy Bloomberg."
clueweb12-0000tw-00-00060,gothamist.com,"The DA had not enough, if any, evidence to bring charges, which is the lowest bar to surpass, and step one in ""prosecuting"" someone. Getting a grand jury indictment is the next higher bar, then proving guilt beyond a reasonable doubt is even higher. Kelly is presumed innocent from the outset. Even if he were brought to trial and found not-guilty, you'd have to give him the presumption of innocence. Not to mention that in this case, not only was he not brought to trial, nor a grand jury indictment not handed down nor sought, but the DA didn't even bring any charges. Linda Fairstein, a former sex crimes prosecutor and expert said independently that she had not seen or heard anyone establish the elements of a sex crime having been committed.Does that information help you to reassess your position?"
clueweb12-0000tw-00-00060,gothamist.com,"Not the way this case was handled. Especially with the former prosecuter Farstein chiming in when the investigation was ongoing. Completely innappropriate. Fix was in from the start. The DA has no credibility. Too many leaks and opinions on page 6 before the outcome was finalized.Greg Kelly may think he is in the clear. But there are too many people who see this as business as usual. The combination of the  son of the NYPD Commissioner, a white man with an apparent sense of entitlement and a sham investigation is not something to be proud of."
clueweb12-0000tw-00-00060,gothamist.com,Nice spin yourself. He's innocent. Throw her ass in jail. More women should be pissed at this lying accuser for making it harder for true rape victims to come forward.
clueweb12-0000tw-00-00060,gothamist.com,"it will be harder for woman to come forward because of people like you and the New YORK POST who vilified her even before the investigation with those ""new leaks"". SHAME ON Cy Vance. what a tool, a political tool as well. Same as the NYPD release the kid's police record after they shot him. Same play book."
clueweb12-0000tw-00-00060,gothamist.com,"You can't leak what ain't there.It's a shame that you can't see through the superficial veneer of the ""leaks"", if any, to the inconvenient fact that there was information not favorable to the allegations to leak in the first place."
clueweb12-0000tw-00-00060,gothamist.com,"NO one is free of ""sin"". Treat all people equally. a bad kid doesn't deserve to be executed by NYPD nor does a foolish woman deserve to be raped by a news anchor. This attack on victims is wrong. So we only care about victims that have NO blemish in their lives???"
clueweb12-0000tw-00-00060,gothamist.com,            Got something to share? Let us know! 
clueweb12-0000tw-00-00060,gothamist.com,        tips@gothamist.com 
clueweb12-0000tw-00-00060,gothamist.com,        Use an RSS reader to stay up to date with the latest news and posts from Gothamist.
clueweb12-0000tw-00-00060,gothamist.com,         2003-2012 Gothamist LLC. All rights reserved. Terms of Use & Privacy Policy.
clueweb12-0000tw-00-00061,gothamist.com,"Indian Point Flack Stoked About New Nukes In Georgia  On Thursday the Nuclear Regulatory Commission approved a license request for a new nuclear power plant to be built near Augusta, Georgia. It's the first new nuclear power plant to get a green light from the government since the Three Mile Island meltdown in 1979. Go Isotopes! Now nuclear power enthusiasts are spinning this faster than an overheating centrifuge, heralding the licensing as the dawn of a new era in nuclear energy. "
clueweb12-0000tw-00-00061,gothamist.com,"Jim Steets, a spokesman for the controversial Indian Point facility just north of New York City tells CBS 880, ""Its positive news for the industry and I think the benefits of nuclear power are clear."" It certainly makes his job easier for a day or two, since the last time Indian Point was in the news, the Nuclear Regulatory Commission was rejecting some of the power plants fire safety procedures. Governor Cuomo has said that Indian Point should close, and the facility has been under increased scrutiny ever since an earthquake in Japan damaged the Fukishima nuclear reactor. Indian Point sits at the intersection of two fault lines and has been branded the most vulnerable to an earthquake in the nation."
clueweb12-0000tw-00-00061,gothamist.com,"As for the Georgia plant, it goes without saying that not everyone is as sanguine as Indian Point's spokesman. Laura Haight at the New York Public Interest Research Group maintains that ""private financing is almost dead in the water for nuclear power plants. Its too risky. Its too expensive."" And Allison Fisher, an energy expert for the consumer advocacy group Public Citizen, called the Georgia plant a step in the wrong direction. ""It is inexplicable that weve chosen this moment in history to expand the use of a failed and dangerous technology,"" Fisher told the Washington Post. Oh, would you relax, hippie? Radiation is good for you!"
clueweb12-0000tw-00-00061,gothamist.com,"Contact the author of this article or email tips@gothamist.com with further questions, comments or tips. "
clueweb12-0000tw-00-00061,gothamist.com,Nuclear power has changed since the Gen 1 and 2 reactors that are in service now. I hope these new reactors take advantage of this new tech.http://www.popsci.com/technolo...
clueweb12-0000tw-00-00061,gothamist.com,"Indian Point is bad because of its proximity to 20 million people. If someone wants to build a plant in a sparsely populated area, why not?Coal kills more people every year than nukes have ever."
clueweb12-0000tw-00-00061,gothamist.com,Good. Keep that shit away from here.
clueweb12-0000tw-00-00061,gothamist.com,Unless you moved off the planet I wouldn't be so happy with it. Plus if you are in NYC or near you are most likely in relatively close quarters with a nuclear power plant http://mcbrooklyn.blogspot.com...
clueweb12-0000tw-00-00061,gothamist.com,            Got something to share? Let us know! 
clueweb12-0000tw-00-00061,gothamist.com,        tips@gothamist.com 
clueweb12-0000tw-00-00061,gothamist.com,       The day's most popular stories from Gothamist every evening in your inbox from our newsletter. Plus weekly event listings on Mondays!
clueweb12-0000tw-00-00061,gothamist.com,        Use an RSS reader to stay up to date with the latest news and posts from Gothamist.
clueweb12-0000tw-00-00061,gothamist.com,         2003-2012 Gothamist LLC. All rights reserved. Terms of Use & Privacy Policy.
clueweb12-0000tw-00-00062,gothamist.com,"The annual fight over school closures between the city, parents, teachersand now, Occupiersreturned in full force last night for a raucous, crazy meeting at Brooklyn Tech. More than 2,000 people showed up for an evening the Times describes as being like ""several meetings were going on at once, all of them confused and cacophonous, with sound spilling over from one group to the next."" In the end, the Panel for Education Policy voted to close or partially close the 23 schools they announced in December. And even without Cathie Black to kick around like last year, the meeting wasn't the most orderly."
clueweb12-0000tw-00-00062,gothamist.com,"""There are important proposals up for discussion,"" current Schools Commissioner Walcott said. ""If all the [teachers union] wants to do is bus in Occupy Wall Street protesters...then we will just have to work around that."" And so they did. Because, in addition to the Teachers Union which had originally planned to hold a meeting in a nearby school, a group calling themselves Occupy the Department of Education were also on hand to help foster ""an atmosphere that was more chaotic than usual."" There was a heavy police presence, but the NYPD press office tells us there weren't any arrests."
clueweb12-0000tw-00-00062,gothamist.com,"In the end PEP, which consists of Walcott and 13 members appointed by the mayor and borough presidents voted to close all the schools on the block (as it has done every time it has convened). And this was only the beginning. The City is aiming to close 62 schools this year as part of Mayor Bloomberg's educational reform plans. "
clueweb12-0000tw-00-00062,gothamist.com,"Amid the chanting, parents, teachers and students spoke to the Panel in the hopes of saving their schools. ""Im angry and Im frustrated. I am afraid for the future of my childs life,"" one mother at the hearing said. Although the panel voted to close the schools, many of them will remain open for a few more years as they graduate their current classes and are replaced by smaller schools. Since Bloomberg became mayor the city has opened 396 schools and closed 117 (with some overlap)."
clueweb12-0000tw-00-00062,gothamist.com,"Despite the crazy crowds, last night's hearing actually broke tradition and didn't actually go on for very long. After about two hours ""the 2,500-seat auditorium began to empty out, as the Occupy members reacted to an unconfirmed report that the police were about to make arrests, and parents and students gave up on trying to speak."""
clueweb12-0000tw-00-00062,gothamist.com,P.S. 019 Roberto Clemente
clueweb12-0000tw-00-00062,gothamist.com,General D. Chappie James Elementary School of Science
clueweb12-0000tw-00-00062,gothamist.com,J.H.S. 296 The Anna Gonzalez Community School
clueweb12-0000tw-00-00062,gothamist.com,P.S. 22
clueweb12-0000tw-00-00062,gothamist.com,P.S. 215 Lucretia Mott
clueweb12-0000tw-00-00062,gothamist.com,P.S. 014 Cornelius Vanderbilt
clueweb12-0000tw-00-00062,gothamist.com,P.S. 298 Betty Shabazz
clueweb12-0000tw-00-00062,gothamist.com,"Contact the author of this article or email tips@gothamist.com with further questions, comments or tips. "
clueweb12-0000tw-00-00062,gothamist.com,"I know a handful of NYC teachers and they are borderline retarded. Yet, they get paid $80K per year because salary isn't based on skill, it is based on longevity.......which is why the unions exist."
clueweb12-0000tw-00-00062,gothamist.com,"Hey, gothamist, did it not occur to you that some folks associated with OccupyWallStreet are parents of NYC public school students, and some may be NYC teachers? They are not mutually exclusive. Do you think the teacher's union had to 'bus' occupiers in? That was just b.s. coming from Walcott."
clueweb12-0000tw-00-00062,gothamist.com,I don't get it. Are the schools failing for a lack of resources and bad teachers or because most students in the school don't care to learn.
clueweb12-0000tw-00-00062,gothamist.com,"Any time a school's in trouble, or underperforming, it's probably the students, and in turn, is caused by their parenting."
clueweb12-0000tw-00-00062,gothamist.com,"ha ha, guess you attended one of the failing schools. Not to be the grammar police, but 1) it should be ""any time a school is in trouble"", and 2) ""their parenting"" is correct, you should learn to diagram sentences, it's really helpful. As yourself, whose parenting? your sentence infers the students are parenting themselves, which I guess is a bit like self-deportation or something, Oh, you're missing a comma."
clueweb12-0000tw-00-00062,gothamist.com,"I don't have any stake in this discussion, and I usually don't correct people's grammar on the internet, but I can't resist. Your disastrous post is much worse than Peanut_Butter's. You forget to capitalize the first letters of a couple of your sentences. You misuse ""infer"" (the word you mean is ""imply""). You have two comma splices in the sentence ending ""it's really helpful."" You use a comma in place of a period after ""self-deportation or something."" And you are wrong that ""school's"" should be replaced with ""school is"" (the apostrophe here signals a contraction, not a possessive)."
clueweb12-0000tw-00-00062,gothamist.com,"Seriously, I didn't know whether to respond earnestly or laugh. The infer/imply error drives me up the freakin' wall....At best, Harriet got me on the ""parenting"", which at worst, is ambiguous as it could mean the students were self-parenting, but as any rational person could reason in that context, meant the students *received* poor parenting.Harriet, meet pot and kettle."
clueweb12-0000tw-00-00062,gothamist.com,That video actually makes me sea sick.
clueweb12-0000tw-00-00062,gothamist.com,"Why even bother? Does anything get accomplished at these ""meetings""? Why can't people figure out a way to establish order? And in the end, is it even worth it? I mean it's a fait accompli, right?"
clueweb12-0000tw-00-00062,gothamist.com,"These ""hearings"" are a big charade for the media and to embarrass the Mayor. We all know that the crypt keeper Shelly makes any and all education decisions (based upon ""input"" from the UFT)."
clueweb12-0000tw-00-00062,gothamist.com,OCCUPY BAD SCHOOLSSo stupid.
clueweb12-0000tw-00-00062,gothamist.com,Occupy anything is stupid. Sow me solutions and we can start to effect change!
clueweb12-0000tw-00-00062,gothamist.com,Who brings an air horn to a meeting like this?
clueweb12-0000tw-00-00062,gothamist.com,A clown.
clueweb12-0000tw-00-00062,gothamist.com,I think that's an image stabilizer making the videointermittentlyblurry.
clueweb12-0000tw-00-00062,gothamist.com,            Got something to share? Let us know! 
clueweb12-0000tw-00-00062,gothamist.com,        tips@gothamist.com 
clueweb12-0000tw-00-00062,gothamist.com,       The day's most popular stories from Gothamist every evening in your inbox from our newsletter. Plus weekly event listings on Mondays!
clueweb12-0000tw-00-00062,gothamist.com,        Use an RSS reader to stay up to date with the latest news and posts from Gothamist.
clueweb12-0000tw-00-00062,gothamist.com,         2003-2012 Gothamist LLC. All rights reserved. Terms of Use & Privacy Policy.
clueweb12-0000tw-00-00063,kindlenationdaily.com,SEARCH AND SORT FREE KINDLE BOOKS BY CATEGORY!All Free Kindle Books
clueweb12-0000tw-00-00063,kindlenationdaily.com,SEARCH AND SORT 99-CENT KINDLE BOOKS BY CATEGORY!All Quality 99-Centers
clueweb12-0000tw-00-00063,kindlenationdaily.com,SEARCH AND SORT KINDLE LENDING LIBRARY BOOKS!All Eligible Books
clueweb12-0000tw-00-00063,kindlenationdaily.com,Check Out Our Sister Sites!
clueweb12-0000tw-00-00063,kindlenationdaily.com,** BookLending.com
clueweb12-0000tw-00-00063,kindlenationdaily.com,BookLending.com
clueweb12-0000tw-00-00063,kindlenationdaily.com,4.0 stars  3 Reviews
clueweb12-0000tw-00-00063,kindlenationdaily.com,Kindle Price: $2.99
clueweb12-0000tw-00-00063,kindlenationdaily.com,Dont have aKindle? Get yours here.
clueweb12-0000tw-00-00063,kindlenationdaily.com,Levi is a young priest in Roman occupied Jerusalem. A disgruntled guest at his wedding to Nechama informs the Roman procurator that the brides wealthy father is plotting a rebellion. Levi and Nechama are taken captive and sent in chains to Rome.
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Whilst working as slave in the Roman dockyards, Levi hears reports of turmoil in his homeland. The hated procurator is enriching himself at the peoples expense, revolutionary bands are attacking the Romans but the local political leaders are too busy fighting amongst themselves to coordinate the resistance."
clueweb12-0000tw-00-00063,kindlenationdaily.com,"In the dockyards a mysterious visitor tries to recruit Levi to report on the Roman troop movements. He is in a unique position to help the resistance. But all he can think of is how to find his lost bride, the love of his life."
clueweb12-0000tw-00-00063,kindlenationdaily.com,Each days Kindle Daily Deal is sponsored byone paid title on Kindle Nation.
clueweb12-0000tw-00-00063,kindlenationdaily.com,We encourage you to support our sponsors and thank you for considering them.
clueweb12-0000tw-00-00063,kindlenationdaily.com,and now  Todays Kindle Daily Deal!
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Packed with business insight, marketing wisdom, and a cast of characters ranging from Princess Diana to Ed McMahon, Richard Kirshenbaums irreverent memoir about the transformation of the advertising business is as bold and delightful as Richard himself."
clueweb12-0000tw-00-00063,kindlenationdaily.com,$8.99
clueweb12-0000tw-00-00063,kindlenationdaily.com,$7.00
clueweb12-0000tw-00-00063,kindlenationdaily.com,$1.99
clueweb12-0000tw-00-00063,kindlenationdaily.com,Your email address will not be published. Required fields are marked *Name *
clueweb12-0000tw-00-00063,kindlenationdaily.com,"References to prices on this website refer to prices on the main Amazon.com website for US customers. Prices will vary for readers located outside the US, and prices for US customers may change at any time. Always check the price on Amazon before making a purchase."
clueweb12-0000tw-00-00063,kindlenationdaily.com,"    Copyright  2011 Kindle Nation Daily. All Rights Reserved. Kindle Nation Daily is published independently byStephen Windwalker and Windwalker Media and is not endorsed by Amazon.com, Inc."
clueweb12-0000tw-00-00063,kindlenationdaily.com,    Magazine Basic theme designed by Themes by bavotasan.com.
clueweb12-0000tw-00-00063,kindlenationdaily.com,    Powered by WordPress.
clueweb12-0000tw-00-00064,kindlenationdaily.com,SEARCH AND SORT FREE KINDLE BOOKS BY CATEGORY!All Free Kindle Books
clueweb12-0000tw-00-00064,kindlenationdaily.com,SEARCH AND SORT 99-CENT KINDLE BOOKS BY CATEGORY!All Quality 99-Centers
clueweb12-0000tw-00-00064,kindlenationdaily.com,SEARCH AND SORT KINDLE LENDING LIBRARY BOOKS!All Eligible Books
clueweb12-0000tw-00-00064,kindlenationdaily.com,Check Out Our Sister Sites!
clueweb12-0000tw-00-00064,kindlenationdaily.com,** BookLending.com
clueweb12-0000tw-00-00064,kindlenationdaily.com,BookLending.com
clueweb12-0000tw-00-00064,kindlenationdaily.com,"                Kindle Nation Daily Bestseller Alert: Our Readers Cant Get Enough of Shadonna Richards AN UNEXPECTED BRIDE   And This Just In!  Hot Off The Presses! Shadonna Richards Next Installment in The Bride Series, THE JILTED BRIDE -Both Now Just 99 cents and Currently Free For Amazon Prime Members Through Kindle Lending Library"
clueweb12-0000tw-00-00064,kindlenationdaily.com,3.3 stars  32 Reviews
clueweb12-0000tw-00-00064,kindlenationdaily.com,Dont have a Kindle? Get yours here.
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Emma Wiggins is about to marry her heart-stopping, gorgeous boss, CEO Evan Fletcher, in seven daystoo bad he doesnt know it yet!"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Desperate to fulfill her ailing grandfathers last wish to see her settle down and get married, Emma Wiggins, a 30-year-old, career-focused executive tells him a little white lie on his deathbed that she is in fact engagedto her boss, deliciously handsome and emotionally unavailable, Evan Fletcher."
clueweb12-0000tw-00-00064,kindlenationdaily.com,"The situation takes an unexpected turn when her grandfathers condition improves slightly and to her shock, he goes ahead and arranges a wedding ceremony at his hospital bedside before he passes on. Now, all Emma has to do is convince unsuspecting, commitment-phobic Evan to tie the knot with her in seven days. Can love blossom in the most unlikely situation?"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Her debut novel, An Unexpected Bride, has burst onto the scene, zooming up the bestseller lists and racking up fans faster than other writers racking up words.a smash hit!- KINDLE FIRE DEPARTMENT"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Author Shadonna Richards has an unexpected bestseller on her hands with this unheralded romantic comedy.An Unexpected Bride has sold 10,000 copies in its first three months- KINDLE NATION DAILY"
clueweb12-0000tw-00-00064,kindlenationdaily.com,Shadonna Richards is a wonderful author!Its a sweet and romantic story that will sweep you off your feet.- REVIEWS BY MOLLY
clueweb12-0000tw-00-00064,kindlenationdaily.com,I would recommend this book to fans of chick-lit and light romance or anyone looking for a book to curl up with on a rainy afternoon. -HANDS AND HOME
clueweb12-0000tw-00-00064,kindlenationdaily.com,"If you love a romance thats filled with laughs, ups, downs, twists and turns then this is for you. I am now a fan of Shadonna Richards and I cant wait to see what she has in store for her readers next! REVIEWS BY MOLLY"
clueweb12-0000tw-00-00064,kindlenationdaily.com,an endearing story about a devoted granddaughter wanting to give her grandfather his last wish Pick up a copy and experience Shadonnas writing! Barb (SUGARBEATS BOOKS)
clueweb12-0000tw-00-00064,kindlenationdaily.com,"For me, this was one of those books you cuddle up with on a stormy day, with your favorite beverage in your favorite chair, and just get lost in the storya fun read. TWEEZLEREADS"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"***THIS JUST IN! HOT OFF THE PRESSES! Shadonna Richards The Jilted Bride, a Follow up From Her Bestseller An Unexpected Bride is Available Now! Just 99 cents on Kindle and Currently FREE for Amazon Prime Members Through Kindle Lending Library!***"
clueweb12-0000tw-00-00064,kindlenationdaily.com,5.0 stars  1 Reviews
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Shadonna Richards enjoys reading and writing about the magic of romance and the power of love. She has a B.A. Degree in Psychology and a Diploma in Nursing. She is the author of the non-fiction books, Count Your Blessings, A Gift of Hope and Think & Be Happy: 365 Empowering Thoughts to Lift Your Spirit (#1 Bestseller in Meditation). Winner of Harlequins So You Think You Can Write 2010-Day Two Challenge, she is a member of the Romance Writers of America. An Unexpected Bride is her first novel and is an Amazon Top 10 bestseller in romance. Shes a proud mommy and wife and lives in Canada with her husband and son. Check out her blog at www.shadonnarichards.blogspot.com."
clueweb12-0000tw-00-00064,kindlenationdaily.com,(This is a sponsored post.)
clueweb12-0000tw-00-00064,kindlenationdaily.com,"One Response to Kindle Nation Daily Bestseller Alert: Our Readers Cant Get Enough of Shadonna Richards AN UNEXPECTED BRIDE   And This Just In!  Hot Off The Presses! Shadonna Richards Next Installment in The Bride Series, THE JILTED BRIDE -Both Now Just 99 cents and Currently Free For Amazon Prime Members Through Kindle Lending Library            "
clueweb12-0000tw-00-00064,kindlenationdaily.com,                Thanks for the new book of The Jilted Bride. I love The Bride Series books.
clueweb12-0000tw-00-00064,kindlenationdaily.com,Your email address will not be published. Required fields are marked *Name *
clueweb12-0000tw-00-00064,kindlenationdaily.com,"References to prices on this website refer to prices on the main Amazon.com website for US customers. Prices will vary for readers located outside the US, and prices for US customers may change at any time. Always check the price on Amazon before making a purchase."
clueweb12-0000tw-00-00064,kindlenationdaily.com,"    Copyright  2011 Kindle Nation Daily. All Rights Reserved. Kindle Nation Daily is published independently byStephen Windwalker and Windwalker Media and is not endorsed by Amazon.com, Inc."
clueweb12-0000tw-00-00064,kindlenationdaily.com,    Magazine Basic theme designed by Themes by bavotasan.com.
clueweb12-0000tw-00-00064,kindlenationdaily.com,    Powered by WordPress.
clueweb12-0000tw-00-00065,kindlenationdaily.com,SEARCH AND SORT FREE KINDLE BOOKS BY CATEGORY!All Free Kindle Books
clueweb12-0000tw-00-00065,kindlenationdaily.com,SEARCH AND SORT 99-CENT KINDLE BOOKS BY CATEGORY!All Quality 99-Centers
clueweb12-0000tw-00-00065,kindlenationdaily.com,SEARCH AND SORT KINDLE LENDING LIBRARY BOOKS!All Eligible Books
clueweb12-0000tw-00-00065,kindlenationdaily.com,Check Out Our Sister Sites!
clueweb12-0000tw-00-00065,kindlenationdaily.com,** BookLending.com
clueweb12-0000tw-00-00065,kindlenationdaily.com,BookLending.com
clueweb12-0000tw-00-00065,kindlenationdaily.com,"                Start Your Weekend Off Right By Loading Up With FREE Kindle Books! Five Brand New Kindle Freebies From Some of Our Authors!  Emlyn Chands FARSIGHTED, Andy Strakas THE BLUE HALLELUJAH, Hillary E. Peaks CAPPUCCINO IS THE ANSWER FOR JOB DISSATISFACTION, Roger Smiths DUST DEVILS and Judi Coltmans IN THE NAME OF THE FATHER "
clueweb12-0000tw-00-00065,kindlenationdaily.com,"                February 10, 2012By Kindle NationWith hundreds of new books turning up free each day now in the Kindle Store, it can be tough to hone in on books that you will actually want to read. And most of the new free books will be free for just a day or two at a time, so we are working hard to make sure that you do not miss the ones you want!"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Here are some books that have just gone free by authors who have already proven to be favorites with Kindle Nation readers. Please grab them now if they look interesting to you, because they probably wont stay free for long!"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Important Note: This post is dated Friday, February 10, 2012, and the titles mentioned here may remain free only until midnight PST tonight."
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Please note: References to prices on this website refer to prices on the main Amazon.com website for US customers. Prices will vary for readers located outside the US, and even for US customers, prices may change at any time. Always check the price on Amazon before making a purchase."
clueweb12-0000tw-00-00065,kindlenationdaily.com,4.8 stars  20 Reviews
clueweb12-0000tw-00-00065,kindlenationdaily.com,Kindle Price: FREE!
clueweb12-0000tw-00-00065,kindlenationdaily.com,Dont have a Kindle? Get yours here.
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Framed for murdering his family, South African journalist Robert Dells only ally is his oldest enemy: his father, an ex-CIA hitman with one last shot at redemption. Hunting the real killer, father and son take a bloody road trip into the heart of darkness, uncovering a conspiracy reaching to the highest levels of the state."
clueweb12-0000tw-00-00065,kindlenationdaily.com,"A bloody, hair-raising revenge tale. The Times"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"A tour de force of a chase and pursuit thriller. I would put Roger Smith in the same class as Elmore Leonard, hes that good. Shotsmag"
clueweb12-0000tw-00-00065,kindlenationdaily.com,Truly powerful writing. Florida Times-Union
clueweb12-0000tw-00-00065,kindlenationdaily.com,4.7 stars  14 Reviews
clueweb12-0000tw-00-00065,kindlenationdaily.com,Kindle Price: FREE!
clueweb12-0000tw-00-00065,kindlenationdaily.com,Dont have a Kindle? Get yours here.
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Lizs best friend rode off on the back of a motorcycle when she was 16 years old. Her body parts washed up on the shores of a Virginia beach community days later, prompting Lizs parents to sequester her away to Richmond, far away from the vicious murder. Now on her own, Liz returns to take back that part of her life and make peace with the events of her 16th summer."
clueweb12-0000tw-00-00065,kindlenationdaily.com,"John Williams heart broke when, after being questioned in the grisly murder, Lizs parents spirited her away for good, leaving him grieving for his forsaken love. With the guidance of his father, the community preacher, John moves on with a clear understanding of his lifes mission."
clueweb12-0000tw-00-00065,kindlenationdaily.com,"When another body turns up, savagely hacked-up on the side of the road, safety becomes elusive, even in the small community church where the answers are hidden. Liz and John have to face the truth that the killer is still out there. Watching. Waiting for them."
clueweb12-0000tw-00-00065,kindlenationdaily.com,4.2 stars  115 Reviews
clueweb12-0000tw-00-00065,kindlenationdaily.com,Kindle Price: FREE!
clueweb12-0000tw-00-00065,kindlenationdaily.com,Dont have a Kindle? Get yours here.
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Alex Kosmitorass life has never been easy. The only other student whowill talk to him is the school bully, his parents are dead broke and insanelyoverprotective, and to complicate matters even more, hes blind. Just when hethinks hell never have a shot at a normal life, an enticing new girl comes totheir small Midwest town all the way from India. Simmi is smart, nice, andactually wants to be friends with Alex. Plus she smells like an Almond Joy bar.Sophomore year might not be so bad after all."
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Unfortunately, Alex is in store for another newarrivalan unexpected and often embarrassing ability to see thefuture. Try as he may, Alex is unable to ignore his visions, especially when theysuggest Simmi is in mortal danger. With the help of the mysterious psychic nextdoor and friends who come bearing gifts of their own, Alex embarks on a journeyto change his future and save the woman of his dreams."
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Psychic or not, youll never see the end for this one coming! Emlyn Chand is pioneering the next big thing for YA. -Emily Reese, author of Second Death"
clueweb12-0000tw-00-00065,kindlenationdaily.com,4.7 stars  6 Reviews
clueweb12-0000tw-00-00065,kindlenationdaily.com,Kindle Price: FREE!
clueweb12-0000tw-00-00065,kindlenationdaily.com,Dont have a Kindle? Get yours here.
clueweb12-0000tw-00-00065,kindlenationdaily.com,One of rising stars of the mystery genre. #1 NY Times bestselling author Rick Riordan
clueweb12-0000tw-00-00065,kindlenationdaily.com,HOW FAR WOULD YOU GO TO RESCUE YOUR GRANDCHILD AND REDEEM YOUR LONG DEAD SPOUSE?
clueweb12-0000tw-00-00065,kindlenationdaily.com,Detective Jerry Strickland and his wife Rebecca shared a secret calling. When Rebecca died of cancer in prisonbranded as a disturbed vigilante after killing one of his murder suspectsJerry knew he needed to put the truth in writing to set the record straight.
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Now, as an old man nearing his own demise, Jerry is unsure whether to share his narrative about Rebecca with the world. But when his eight-year-old granddaughter Marnee disappears, Jerry learns shes been taken by someone close to the killer depicted in the pages hidden in his dresser drawer."
clueweb12-0000tw-00-00065,kindlenationdaily.com,Its time for Jerry to finish the storyby confronting an evil that threatens Marnees life and the lives of everyone around her. And by placing his faith in a higher power to redeem the love for Rebecca in his heart.
clueweb12-0000tw-00-00065,kindlenationdaily.com,by Hillary E. Peak
clueweb12-0000tw-00-00065,kindlenationdaily.com,5.0 stars  1 Reviews
clueweb12-0000tw-00-00065,kindlenationdaily.com,Kindle Price: FREE!
clueweb12-0000tw-00-00065,kindlenationdaily.com,Dont have a Kindle? Get yours here.
